scenario_id,sample_type,F_up_1,F_up_2,F_up_3,F_up_4,F_up_5,F_up_6,F_up_7,F_up_8,F_up_9,F_up_10,F_up_11,F_up_12,F_up_13,F_up_14,F_up_15,F_up_16,F_up_17,F_up_18,F_up_19,F_up_20,F_up_21,F_up_22,F_up_23,F_up_24,F_up_25,F_up_26,F_up_27,F_up_28,F_up_29,F_up_30,F_up_31,F_up_32,F_up_33,F_up_34,F_up_35,F_up_36,F_up_37,F_up_38,F_up_39,F_up_40,F_up_41,F_up_42,F_up_43,F_up_44,F_up_45,F_up_46,F_up_47,F_up_48,F_up_49,F_up_50,F_up_51,F_up_52,F_up_53,F_up_54,F_up_55,F_up_56,F_up_57,F_up_58,F_up_59,F_up_60
65,in_sample,179.39281202787112,189.0348698184448,181.5398465726517,187.26738936047224,204.87901750252354,220.8208287456987,212.91700503565073,192.07435039957124,173.63333844521668,169.26917426384512,189.74161412986535,179.54337835988622,171.19478841775526,162.5580330440988,155.11380189605745,154.9566260788447,137.03592363512013,152.21696302369742,150.18946793156238,184.89735197771705,168.46735799801684,190.72548440356553,210.20431997537634,204.44074385153726,198.9098952623711,186.01172583655256,173.27422588319877,173.26574258635077,173.55548636579982,151.1225126286235,183.2315871551856,179.59835115490273,180.51692303594336,171.74959896815517,168.0114654208695,163.00117186345062,162.96014590189696,162.75588715590334,174.02401603547833,177.20509515486117,187.0650574404542,186.92770593517815,190.16524170666065,186.78696214909485,200.83052642982193,205.34724044304488,203.13419247986428,200.5034505961458,198.97409981868782,199.40031475016627,198.61125933310137,190.78747616014232,201.49608393389798,213.08914782957237,238.06314356018282,229.61232761115616,238.94246976328566,212.21454733532812,223.82115024563456,203.42900063553395
66,in_sample,164.5341338252514,153.9956325618657,169.98659425544878,168.22782368313938,162.71016734595094,154.6529570480929,150.89406868704418,156.75093120838488,159.17028087721292,158.61224461366908,148.65234476237157,137.8839161274219,131.4316761713057,137.8755361415557,147.14717440234136,158.30579315891362,158.2852566493703,163.65512382221982,161.29681395385904,136.9046420808619,133.8816670273103,128.62709427230175,114.08046141029502,106.13694294975573,108.02822274982941,92.16276775023834,82.21177115041701,103.88239936815506,81.44451080583076,78.87996057133131,62.551629450634096,52.028714281068574,49.26039306641496,35.434327349612204,43.46935596474219,62.385464641555984,74.16895854699425,88.51354219508642,69.19724268868299,65.79424838321512,72.33814332616316,84.53481612376669,109.08175802030422,124.04831230310947,136.59915303454386,171.59915303454386,172.94748017704603,168.90066204166408,171.38367269291035,158.57293411329516,159.51980711404445,135.34387640115972,127.93060988921042,126.31593554029212,139.61082961223474,155.16609723364377,141.67545832712864,170.73992640261895,172.81715510077197,176.17778462520272
67,in_sample,83.38031542973539,60.43452841576027,43.23977845815773,19.728330385583604,20.778824056964737,26.15322531866778,12.639165979196918,14.71003673792498,35.27595016517694,62.68371295803826,73.46945786852734,71.02169081311052,81.35515022737809,100.28048999886954,72.1792960698017,92.9282625989515,85.30404711064864,77.81456574152378,72.84557412532092,77.32675206818152,61.76919251639879,57.781796030725445,65.1356769216959,68.1956744115318,73.5270776125924,68.99151563925517,78.70345497373239,93.49328068177238,107.44343105205036,113.42997431185427,126.5744708339858,138.76931901159202,173.76931901159202,190.82225799227393,189.57984007938,176.81633005652384,173.16036648989626,168.51537851149658,175.67529445965874,165.87170702700854,182.56218742829418,163.10830534576002,140.25295343733018,138.3613293263753,126.56550263763813,108.950228681858,100.03124931179019,89.37044770468526,89.51232834196435,80.8257373055647,73.27785629006371,73.20973623496559,87.40911822526152,107.99955474210458,110.06830061688146,113.22590427966873,110.66128603752696,117.39876671835407,122.861837766532,141.4237053297698
68,in_sample,168.3912358346701,192.57413883296869,171.10007916414276,183.1936713559174,178.59431823219688,177.735777390593,162.9951982407377,158.3128118277554,176.51343615354085,184.67060954136878,208.922972017108,225.40673846279572,231.55395196780978,255.9690353341589,262.1149395564951,273.7067740316539,269.554780682168,270.48642210419683,260.722488577993,274.5766636623209,258.0804129387128,269.0333177325601,266.36420292748784,282.7616622360303,293.2738280782679,318.76287428532316,328.9937199612642,306.9851563821188,306.04781196154397,289.63971126521653,282.3837934720887,303.5409915379628,312.4664648905306,302.6814388904281,288.48939576026254,288.9483450605302,271.9165029691944,262.52053908564227,266.8886716873597,283.06304019285346,291.5857008039956,259.5076476836222,263.7687818900459,264.777251915302,270.5717159105197,293.19865145363656,264.3133155783702,256.03786762569473,264.3105561448017,242.1682345524465,262.8315212251956,267.9885138030048,279.8406896048125,271.84747834350736,283.24017000303434,298.1987717868809,301.45906406880124,304.74067656658303,308.52548191652716,296.43864821017576
69,in_sample,289.6791073437959,309.6366865569902,321.0060335345746,307.1807846166929,316.6784248708458,325.6426580181661,314.35771339684425,326.24183631374035,323.9965634105066,304.2572145503044,310.63005269522444,313.66751822582773,310.4800314172262,309.95568822746,299.88849152302146,308.430318576181,307.822009693056,310.1522935083311,315.1522804503353,298.98808184836673,286.46811954201803,255.52889710739112,263.43528872625683,246.46434839380208,248.32032433234122,253.51415948149497,261.94709922599026,245.0908624322854,244.17859977831574,267.5625256693442,291.56293118912464,305.3854545055019,310.1103584489657,296.03886900513044,306.09957176060516,303.88727455814933,311.7346704119692,302.87486204403956,300.45379846428057,302.75186150535046,306.1997547862645,313.11187278870796,305.00314300535933,286.1971606758165,308.94415123441365,343.7937096007406,350.0575995575739,331.52171023135236,320.6969785955521,327.8246245622656,346.6002431258037,329.61977424221766,327.8791147503331,330.6221636525487,342.7262619705509,337.9158466489456,316.02244097043865,324.71920680277924,340.46635031517656,339.3100698507443
70,in_sample,87.6165365778732,100.10976382103354,104.5193058411586,120.35924702819682,122.99228350838337,125.79883160345088,127.49619922892947,99.2407820277341,98.11520451305188,88.75969647068791,72.14942477599209,92.2256807623454,99.2845860218278,98.86695088860415,90.95970397317018,95.10607815797255,108.9861834644177,97.40866165476052,97.34106444288796,109.49399542680436,82.38997961962656,81.58400294595089,75.57392375828533,73.70030574971486,66.6775059605082,68.60425043341036,95.53503151932841,91.00011688432869,95.08407101164619,123.01052086937375,115.31030277215797,140.71575765716352,140.790279749943,165.73682691205198,176.23964266130042,180.53915973745433,179.62033019104211,170.8837500327332,171.94483173223415,184.5078921585145,184.32433212456112,179.8916128536951,176.38065737520628,190.27532996536905,207.42759033676703,198.08748314400987,188.72725313974502,194.0382780150846,215.42372692168613,231.46759123806197,213.94166026754323,210.24459668765718,197.216146922004,193.47097161519036,215.93271155968534,196.01630247672313,173.3521883708005,161.75243022273008,165.774778658794,174.4653461477646
71,in_sample,292.01208003217357,322.6959912922882,331.5859889998716,322.55659198088847,329.8254461256777,325.8203633181274,343.55498682468544,347.48866772031147,352.8075937355178,332.6144359927837,333.473358665825,332.6856367061114,318.34664833316367,315.2456275237198,321.3461617338969,321.2852673430807,301.5158716609043,297.69083599614703,291.1384889495888,293.8476782720254,295.04513413854727,289.2825512689814,282.9732630610545,283.9143792928375,297.3960538626494,301.297021180564,321.21999173463405,337.08466543842053,358.0382203853486,377.1990075105914,380.0,363.8560006534027,372.91996854414924,380.0,380.0,369.2099366178047,378.41326396684485,379.4661068761508,380.0,360.57791725847767,349.8078631185575,324.4589895690847,326.4836175875479,358.17738135732304,357.556598697857,358.97106521319654,366.6744080019214,365.04634121181937,370.17070547983644,375.6616688504258,363.82387572111645,362.5072217594211,372.89428273028454,380.0,380.0,380.0,380.0,380.0,371.67321701000174,362.7723102821535
72,in_sample,252.83949491173092,273.9954068407588,268.8230321112263,272.9084108551947,288.5756300431091,282.0405814104998,294.1894386978663,284.7933555660369,278.1069234593724,266.91621295882277,271.71327374755003,287.92484048346773,285.34725943382745,267.5497711950538,252.39187568303834,257.9162675822259,283.73389736974565,289.2460473601472,283.8294956510297,294.55607118693365,291.2030902887192,285.9070972456203,272.48866976588664,292.20695358533567,257.20695358533567,268.3769823892454,261.8845532600799,256.1397830197573,279.8321952054067,269.834359914606,260.31339175820824,258.4878724133348,264.2817358147061,258.09575486260593,236.0617298351035,223.9419553027588,241.88062929326207,242.92750434115925,249.24272631301278,245.58282941259023,236.34986166616443,259.8358339644202,257.20114796570505,250.9939696523253,266.3399627813001,256.2269177571567,247.90073494432073,248.04418852055733,248.04796997779187,251.68252884843685,280.9658960999737,285.67337154890686,252.38061607039566,256.9488012784375,257.4791212012919,258.08742154221227,261.5306838737587,261.1291878463115,260.39261854353606,268.97523748032705
73,in_sample,113.58441564591459,101.36858811877266,100.70054986438663,71.22299996946083,63.60249487764236,60.13591241390037,57.11994066510397,47.85581029046995,43.07461688913037,67.20913048286445,76.47916442373287,68.63495354715877,67.67808451009131,67.2816978109596,56.53032173859748,45.76249869018352,59.90983497475747,54.03285368952203,38.707104271089804,38.10313945411758,39.75527599792531,12.137416859211612,11.566967849770919,23.718686930646555,30.035898327952225,61.25302994068181,78.76856269305233,99.0536390395643,134.0536390395643,144.6678267044087,146.95080961546648,160.58317372350513,152.75386365597524,154.2614721289048,145.19328512580842,150.76506893168875,141.63834169941128,132.02134270134724,137.80996880482428,135.88200863389636,108.89671273386193,88.51891583549269,72.45718495503218,60.095578269436544,65.89750488213747,68.96264874114036,83.87655994492917,94.41578546611396,109.42242685267115,117.93997353309885,120.87548386037969,136.26640825240685,149.13818733676823,154.40352248252412,172.1985286745661,139.3574932795185,135.29100884155218,131.00994232242795,147.14750260716994,169.1470325644807
74,in_sample,141.75439485310835,139.61907939877534,144.98659349972428,158.9841329564684,144.16462780877066,142.41450138429656,163.1548790515222,152.74464384814627,141.2331436060818,144.06543029171849,155.886822958513,156.0467877363622,174.65223600248004,186.6473517584114,198.43283269487227,206.1904637134096,238.77760711825476,235.90534347413012,207.85603138519895,230.31559244643893,223.9078004130434,225.41812663384587,243.75183622189326,221.3202026470683,203.79714164958233,181.37925052991835,170.2613424695624,176.41625495380032,183.7548847531791,187.62272326377888,167.84400088928572,135.50255277642873,136.26350297189407,129.65863850095735,136.09003930498994,145.9173900720877,147.85277012090927,158.49463331617125,161.7035925537822,169.1244984322027,159.25907275202434,156.7445129583839,159.49937831158127,170.98677696742516,165.47440055628113,172.7707421365307,169.0489990497154,167.40340870712157,179.01667529545858,151.1138301007004,132.96321750765372,112.21262194345422,79.54199626557795,70.0462941034055,80.53836869959389,76.54999177023785,79.31905291742379,94.5680978713749,113.1557037231226,112.18777263695665
75,in_sample,317.3112091346534,297.74391480142083,284.2692983498856,288.93329379893714,258.71779852046615,258.19754753139176,243.9138614417339,245.3321602138796,230.24385120121792,236.18332512559056,236.45390905693404,256.0590318932727,256.1533153706954,245.39231610123488,241.93591411965292,223.11660456141868,228.80252612729487,237.06042957570867,271.62917408940814,262.92347022094646,259.1743461894939,251.11372684735892,254.08331866319605,259.42698614591063,258.67973832391147,273.8883011601339,265.250588107567,279.057024778037,286.59599472901215,286.4275758504269,282.0184628798268,315.99181150206596,304.5536903916768,308.72475486923463,298.22168788584474,323.22037836654306,335.6359469697319,326.1390486659559,333.31537857399314,336.9231186718649,329.6903720042186,340.304671045413,345.7549465208747,348.77472851527807,348.18785255788544,354.2226154542806,357.434042715175,358.2613493775252,349.2871265536993,372.9998539243742,358.2939747174945,364.280881781811,359.7975113895909,380.0,367.3512444788662,357.0575588142216,343.480105928556,348.0086166418645,328.78590740790355,322.0865084812948
76,in_sample,116.39336448567616,113.11039607370526,117.85905424149229,117.49107883590273,104.34265638655717,86.15152287719047,97.44003684159452,86.84307493604473,62.27446805496629,74.26648809510488,80.6922487013498,79.0700113369345,66.26628903828009,64.6781088310932,81.69633523836205,59.090545233958835,37.194858599604515,28.406144078830778,28.033132463725906,21.08504589335297,30.084477945691248,45.32815316796808,49.23091601247262,57.07696882505809,60.88636255338952,61.01947582620397,42.90965402879823,28.51777012236144,9.604911444754464,7.525844315299281,10.777736752860505,0.0,1.0163306594280925,0.0,0.0,0.0,0.0,8.493227651430004,6.141165798745021,17.554162596571246,11.34521366708347,5.66560880071188,31.89296577210027,9.170119168575525,27.152856576451313,50.31619310349288,61.03763805115386,56.4110514799595,76.38768048431587,71.88302144585589,62.002023245905775,56.5662664272225,48.58355407956299,35.330830330688826,50.87094000821435,40.04266307150937,39.62760522661017,19.414798775026924,19.846148319515606,3.663183700397269
77,in_sample,112.62801281967165,110.79000969294663,135.00598876343594,126.4436474461283,137.14099199705225,143.98859270445496,129.02844368690177,132.0217795518244,132.12490268172962,120.18021221385379,125.19224629257155,127.2402999380908,126.22408267578976,125.26399810896817,124.0038544840375,118.8560597865889,120.81373711679862,111.7989381437057,146.7989381437057,127.06827270719128,118.88196762590889,111.80157816183174,140.36848596237525,121.88660086269027,127.84951303449583,131.3270299451474,135.99746221059104,153.30626648714423,170.3278775236035,164.01448195232183,166.7307262452377,140.6332977951077,142.02059991441467,130.90474792476783,128.2953939613206,104.70018785388686,110.36839986795394,86.61643812989541,88.69242262497761,71.52134432266189,59.62636983075953,75.7926192663918,84.02347050918252,100.1123144365701,121.94849429158819,111.12875239163151,132.1143556658037,111.59727647929907,122.04268116292769,115.13595315852808,102.11175116157767,110.71432930383986,123.94365065620883,136.75740806926046,139.76544651378754,141.6128487323969,148.98898093219555,153.2416779894362,160.8206597436399,163.6766521991899
78,in_sample,142.14155347600615,145.21290849510012,139.4599272634278,154.94796920426626,160.95055934272887,182.45114323067276,185.01642535177945,167.87385890769247,148.71963011825318,171.83262116949066,195.9639412604568,193.4506722745004,188.0860497785966,208.54626986998744,193.04763032137862,180.52145205599703,189.52802718164367,184.00355546160944,183.93184932752843,181.64364874818523,186.3696924313703,206.07443848976237,207.34262718638684,216.35777029226284,187.6553608778285,186.97330325080685,175.16807946670667,158.10469662077588,145.81056348377336,141.132835313962,153.95547090694618,135.38597285859225,135.8148137549141,129.036441688244,124.44901836717656,138.487627921441,146.02124403949597,164.74481754369435,162.58173803419572,152.83854147080586,149.7045180344789,153.09947311227597,155.57150013062795,140.39006711936082,141.65692406215106,144.85212068409572,179.85212068409572,206.12794524203912,194.18253833421562,190.15917127252715,169.6709832468091,161.4010850513203,165.81955510158508,182.70150579402036,172.49433206560985,163.33628190466072,133.27423548831956,130.99691260069085,116.12311083465698,108.71095885153193
79,in_sample,314.5998557062934,334.35619614438326,317.95596354001555,301.97895010216405,298.6989502695809,294.2440596597247,272.4262177436884,281.52450937258436,291.0361433187568,305.7927256650481,299.72435104815804,299.17019303854374,298.74421272990674,322.3761489104652,287.3761489104652,273.97892802461774,274.0564998237029,258.85851653488584,255.2420315330902,253.47697402391145,244.26936850081688,245.1719334662543,253.9660233548637,250.6582931244297,244.31356684886737,241.99285801571318,241.8887491626749,217.524275247993,223.9860300994509,217.67201288719576,235.3335039345505,243.60825259354516,259.9891822526203,245.83512914061157,240.63571616398758,223.24129733958387,213.3686204145733,230.8980963576936,251.72296444860854,235.64909832134612,229.23321096490417,228.16647155656887,236.36495054190578,211.7276068523949,189.28560571099678,196.1403717252104,168.85383176035947,162.5986680744153,164.86795339423907,170.6872769733027,168.70322363568903,163.5826295690236,175.40662160505428,179.3995045741749,170.34127186685447,170.8693924204058,176.2337587375925,200.28908011791185,211.29761147399398,228.30140745734917
80,in_sample,265.45445362808505,255.55857637739484,258.21474288617577,270.87198832468783,254.54859135567602,251.77732450858576,248.35801166472362,254.20943913532233,254.08766195519866,246.44529178195864,263.9252127125623,256.3756079698708,252.28625888757045,230.0052919846957,220.01452970885316,227.23959477759985,231.72802216656788,240.12126002748857,247.83501203072797,277.0630085388601,266.59298495460337,243.9210525465163,229.213310601515,219.36218489987272,205.72160778723594,207.03285965426392,224.57002833206224,246.12525535364102,253.18557437949346,283.1633853958497,278.1741626039198,255.3188960158858,270.0633889663202,244.32306748183333,233.7530251640361,241.03459641795524,239.60125569727234,236.92791701707125,220.39685655759115,220.24562310552443,234.2968979478535,234.57644877935775,222.95328646438287,205.48774801602025,194.15342385464214,199.64609638844314,204.4565280614791,193.24942865313972,162.29879674539092,168.17897543680124,155.6110718511477,165.25794655736166,154.6724115675732,140.8418052161959,142.98621191783008,175.99400113819922,186.48042101383123,188.38749120271314,193.41141271204668,168.89579065124832
81,in_sample,69.21807442601516,80.9696284654139,56.12450134969254,54.83862829654146,61.27505408882496,62.003279618497515,80.82032902592715,69.31503242712273,40.628456604459984,51.97302083921926,44.45381516456041,19.834246798356446,17.615073330425815,34.842884993469625,17.157348344091844,49.861291699353615,38.13094937584037,39.349101333600856,22.281247483734347,22.86379236547856,20.991322860857082,0.13840822822186283,35.13840822822186,28.203687861960134,21.281212059675738,34.8477143706269,60.247282737505486,76.0173988895657,59.20087716719348,62.19560330011876,35.85638854672885,48.48025968524183,25.58762574581536,14.34280721528603,14.297986158847692,20.52807801482186,16.874993287287396,38.14216476154775,48.267518912239666,57.2936654691386,40.08205284135329,63.87320340698892,52.630291387089756,76.95588544890904,105.26661624586706,112.44380769895992,126.8919910664718,91.8919910664718,89.16195724960653,104.59227620848009,117.53541996487729,100.45929323147902,96.3471846733288,61.3471846733288,67.12908443574736,40.7624868185718,56.589176617597786,73.1473246676415,66.50618926595052,73.80405229230774
82,in_sample,247.93577810160275,241.6489153481785,240.4108690779866,222.8643578716838,220.4514512601337,199.6064659250386,210.07635688374302,215.95631138472288,212.0773410861833,210.67140917673345,221.3319389893793,205.4307937729207,208.289143917256,218.08228120767842,193.13044412397704,202.71957620380533,179.28270171814341,177.63637894422197,161.3489034868888,181.386355596949,165.18666083881612,142.0840023513008,143.95093233364923,138.1590906133577,117.09461741206263,124.45603020023054,96.57504332593504,82.06766970977128,74.01461392388029,85.24572741405223,103.38228455223634,118.82123601482238,116.67540294835112,82.69308752121896,88.16502981827875,108.75306216742337,126.02612787681335,132.5074140132254,115.85437531248704,108.50007726168923,135.57347884412866,115.73926535883078,99.66948816472535,112.86520988103933,106.82898045376197,90.28440874289726,111.6760052450195,118.13078893905146,112.78557263777094,96.74472493517771,125.40841682921683,125.06609136676434,144.62868424133728,157.13955386586946,149.8469320025842,142.66575639272725,162.91416496380214,183.38940762048185,157.11258395479155,164.80950760854222
83,in_sample,300.8661583372507,299.7665559988121,325.1111673155185,323.77257066381253,309.1002643259817,289.97105565419207,291.7507042572948,281.09817209439575,284.55061608215124,261.8775727783516,271.5410746624139,256.6987664573118,257.34692808719456,252.61068304303495,276.66812851493916,279.06897694295253,306.3055842165569,314.15597781743077,334.1116607298055,331.1884858398846,336.02552853274915,353.0865387790145,365.7559780591912,373.18988395377517,368.598796294747,366.37592538145293,380.0,380.0,371.69992179008455,361.2872961491149,348.6294231133319,360.2452317335541,347.23258142467876,358.6790291089832,366.3186939126773,358.68740809155634,380.0,359.5283752865828,380.0,380.0,350.9714710067783,373.2577859082809,380.0,374.0050364322175,360.4989485188379,338.53201410510053,372.34826037044604,359.4209141321802,341.7306742641672,345.4815420050693,322.5510334704137,308.80935589218996,322.73892461043647,329.2378729379078,323.8286935015565,324.0849869225958,317.89039949979576,317.02243016862917,306.35707081279406,298.23372033941007
84,in_sample,272.69448012474413,281.02816928492837,266.1091150025375,253.12756397808488,255.03845189416506,241.5288486809377,244.03011643869274,264.5827678393176,263.74525030212124,246.75462115797188,252.24407012047635,249.75690390720172,247.6547053823233,254.30922560262633,263.9837492415229,264.48077955814915,263.6312551242192,292.52083599084665,309.3285919755489,320.9982376284612,322.83512087078395,308.75471556825437,324.53812497133026,326.5582430253826,318.4778768318587,315.07391048163095,301.5473545542968,316.34996115609886,325.9124803198039,328.4553347812008,327.856336750447,318.3269724689492,288.5059554563299,268.724978903089,258.3279441498189,245.82641480162494,249.87746354624983,261.23837593387634,259.44022686926183,279.1650639609619,268.2044958867491,266.3069761122732,265.5931556023869,280.88376420606875,282.3661833552192,284.236148159033,261.0683445489221,248.4696506199715,263.81298245173764,234.75819076137708,253.56008789540584,260.55539074076506,250.0900921436725,238.44140647397046,264.98478067184675,284.74446196255866,283.0722911609497,284.956575373283,275.9100363205392,277.79701201010465
85,in_sample,248.739206343082,254.85213243069285,240.77263459060896,239.85834034029222,241.53311856251162,245.00679239100776,258.1358739303585,269.7849265664428,272.51492750679046,266.3267135802188,267.8353828216873,259.4884369882384,256.738432080152,291.738432080152,294.2890878925216,300.5925181310473,290.7157890446222,304.99681687464033,315.6406307919283,326.38356655709947,329.39204401164795,343.87070535238274,361.67429810526903,365.6376829761591,364.03310995015454,376.5571038117612,363.8993495199247,353.8479055913101,353.10170079092154,328.7227018327875,340.30903566267546,326.82824123815396,320.2273669371293,317.2414525976126,317.79146809960025,312.98032222967765,312.0371275684528,311.20234071498703,304.94390730820726,294.1191849012646,309.259819842243,279.7981400105092,276.91812778437645,270.35353517799746,276.2166159921683,255.85651684090215,248.85952206349168,247.4264857876351,262.40751633282156,267.05810586795747,250.48927091579338,243.66459685370415,256.06931579095385,239.2584676680309,238.15744791081772,238.02976157544987,232.6287987365592,267.6287987365592,261.8505583042935,268.14727053544266
86,in_sample,178.35989038930092,167.5636117199017,144.4439860659806,128.70601881167954,128.78345475248932,117.24326583744289,122.50829528118408,97.19296951112784,67.41360390050579,86.62702797851586,99.28022979013593,84.5900740873426,84.54807907875505,98.82117792157356,104.68998643764206,106.76510978421078,122.09726692258715,111.86729226977008,112.30379055107488,112.05390961498142,108.23524094758682,102.77796378769631,103.79811911729519,104.2798240610926,89.60183706560923,100.82697980421551,87.1575868954879,84.10231867182745,79.96839205374675,84.98184263097579,55.3143874679331,67.78712487694554,58.309260010375226,75.38874613725397,68.69443719402784,68.01062699375171,94.80363155470963,90.92089663159828,108.2647950170267,108.81142621493052,114.62728983903935,115.60671009079857,127.47663285900029,117.87919027905758,104.10251095678899,95.16244429151067,96.55838956004794,93.4669265623433,103.41077483293975,121.67701863044101,108.01528190915087,97.73999882655579,77.63264697017581,106.05786884080328,110.32324182850886,117.04047430923094,98.27755691879628,98.26117707270004,105.39064885448323,101.8520411870013
87,in_sample,123.20781412293354,147.4771366611231,156.38674275711412,190.84741255345222,179.89484812261225,155.2065396435275,155.30759803767995,151.45238542107973,160.6036811916872,175.65267801589619,174.43055998758325,171.0606473462051,178.3787248194309,174.7901234997359,170.03037408718086,184.5502632286349,202.18715322528493,217.36268063936825,215.00746466121092,185.05041883266637,182.97553362316648,172.3638134456878,170.5476631795396,161.1523906814931,160.8620327049747,146.31217389573277,128.38212978167547,145.49981053766794,131.9246039505208,131.92924670410974,145.29245455654944,158.09271232376346,169.22058719257836,173.46071839559988,183.5967647151158,202.81999857160196,208.7703148875372,183.04948203213866,175.65001714603733,185.39919815014656,176.61985507821493,199.30134103063597,198.41682343630595,199.61030623533804,215.35672501996237,212.79682645763228,215.2647049578269,227.85243373381445,207.24064511214283,203.24647083871713,214.8546169740248,215.77301905082112,236.31569241990582,214.25276540528898,190.5927406540431,201.36835188676116,213.48965289582003,210.78415280017435,216.3896744008145,226.82257208765418
88,in_sample,66.98250200087125,55.44467190211856,37.96227535221061,42.631961515117496,45.22914780730389,54.856282590430055,62.50184822292431,65.89886802145838,73.69150134094417,73.09393799375948,78.87441752687312,68.70839588926407,73.88427884821186,83.24212644221598,73.86658644920516,74.59223583510499,65.86180070029394,58.49070694906834,42.74169597763819,60.462544929969965,75.38213737605065,82.90621133523337,110.51695466244678,107.86751491048932,142.86751491048932,139.68210309540422,143.25481001998844,137.6859192248255,142.8984770656698,154.59708605607722,153.00225655333406,177.87633441298078,181.22442439784925,185.011219803392,172.28525208019994,178.14423912390532,176.26785803257422,167.7525018218522,156.88186010777508,191.88186010777508,188.1931786052686,167.79538271433086,158.02028227807483,157.29833252540783,164.9516709820386,172.71882228619296,182.19142601106432,173.1633817181417,177.92954792716336,165.66471542961528,156.9897136674191,144.14178802441546,127.50434406003967,142.40327690405178,152.0438407177562,165.71715589745003,166.2675388217902,177.14284660590226,152.48479494090662,164.5680201935416
89,in_sample,130.42441049679212,121.16230611486225,141.85201431497808,148.68687927124807,137.38728998226958,138.7104508894156,140.4466653498941,157.45276599286302,149.04741198803413,159.79015375612215,160.37611641707684,181.25804764735955,199.3305279843113,202.0882382486077,198.41628155438286,205.50876428989523,202.98246391011492,226.50676339381158,227.60534448828975,221.92634763311003,215.49173642807506,198.50923823529314,206.30106602859968,194.82090919164665,210.19498472227508,192.09389396625306,193.87527425187858,209.97840687084295,179.84694796611205,208.10266557920266,202.14867281842913,204.1240081686991,212.1242973259279,222.29010411154565,226.12447924718117,240.08786341907035,247.3548533999757,272.00718936042796,279.3197749603923,306.8246722387555,319.4397760020827,294.159274241327,329.159274241327,321.118456722646,342.0560729354703,342.4311811391424,357.2864447455785,347.6477399934573,356.4081635967116,352.86349596118987,374.96953952344836,380.0,380.0,349.702923799377,348.50490628233626,354.2526291731524,357.3832378633083,370.83943885535825,365.7167794234339,366.3997988939187
90,in_sample,158.22881476834266,169.91068416019476,168.48659683611106,160.35781184638176,157.19602229695795,123.84677038537444,107.83798954629594,121.11390078535777,137.80049860386157,157.48682337515402,163.65899422542645,132.0740299854187,123.18393857679871,141.72911804847956,164.45187739004933,183.52894579215075,180.22141128537356,161.92934915332967,161.36050689391095,161.56780514913464,183.48571263041498,186.67479083212595,186.90832733645675,187.93725941046517,193.53528302714278,202.30544423200473,192.1619201557528,177.35523463099486,196.54305393066062,173.56847580856106,196.49694023742785,169.74743847587604,161.56386261624175,175.16981820441003,175.1746046515059,156.74392939884012,162.71392355660407,163.65198434181082,160.62730830362312,151.8923962326624,151.407912239234,143.26100967190104,177.34446703578925,173.98422691035444,168.75162955688688,161.16872352005782,186.0460353197925,163.0990990292546,168.13115293584644,164.78109332957678,144.8534918645886,133.38642327450498,137.8237791891866,125.72227411400138,129.35616910908197,153.56431431069092,155.9527237917336,135.60354909239067,123.7484014265342,119.75272108410053
91,in_sample,105.43639437325646,95.60214093576496,108.25888107853217,102.31704388077168,97.4727823090551,92.35598951305002,109.78189683470828,96.78454084726957,100.66328758472946,99.70476171474718,100.65573726607391,104.0766429657042,104.87695212945715,115.97925854257005,115.56965595108903,139.9909254590488,140.61364460458464,116.76510824818087,125.70145326219313,131.19080853583006,131.646438980497,128.012440561801,98.40777363136397,71.15195675964452,94.21722584660927,86.02018940321784,99.53887538894878,77.09640956358231,62.4403934284266,71.94136668477063,70.5063521849898,78.03369259284108,77.84283666982378,74.93542917373128,65.41481557928279,48.69877839626275,68.33659645251771,90.27892393833605,75.73708257191748,60.279975143820195,55.41115114991089,60.177241357995,57.63178644660161,64.62506736006969,63.93558209351056,62.33074611322127,96.11384842799941,88.76100290566512,111.72025940520876,131.97634235274086,139.03365144492597,112.0678057346326,112.50261059971405,105.2968839961764,105.57815367634305,90.69661858291272,101.28422986961345,115.07402024916837,131.45436047810557,126.10385844872212
92,in_sample,102.96911638298309,91.77158638175632,76.41590077648794,92.26032812497186,89.75598838823771,87.6911789283468,97.3856766122201,88.0394628003736,81.48531838331718,85.76533215943687,64.18604572494417,67.28143237969914,56.70147195115999,68.67808824553208,76.33137482143081,82.13505181908124,59.637630739317444,58.19009520688394,41.70836336108408,41.19226871940572,8.778353242949379,0.0,16.646470523762616,21.81321498785445,16.8597931231391,4.137386605531987,0.0,2.8021805712393473,0.0,21.653060566441866,19.066368486296966,19.888455377720447,0.44940682494524253,0.0,2.4778796709518076,0.0,0.0,4.576734758614521,25.784260700468366,27.813831884777954,43.832439853401866,52.53487313866481,67.7158203840147,59.179741457161754,56.282756527380116,53.44392653667484,61.09180784857051,72.18558735953661,73.93637403510309,86.21026611836521,78.32362544062602,90.71891118121374,104.94024337181588,114.42519221476118,116.30356918349815,126.29009583716771,113.77403332382886,116.55110502487179,120.7582517004235,102.14503241630268
